marque;modele;prix;annee;kilometrage;energie;nombre chevaux;code postal
Peugeot;3008;20590;2025;150;essence;30082258;49300
Peugeot;308;44490;2023;21884;essence;1808;49000
Peugeot;3008;29490;2021;67273;essence;43008;33110
Mercedes-Benz;GLC;15890;2022;85351;Diesel;2204;68390
Renault;Captur;18690;2023;8806;essence;16160;85500
Peugeot;308;21980;2022;40905;essence;1308;76120
Peugeot;2008;23990;2020;78732;Diesel;121308;62218
Peugeot;308;18500;2024;3682;essence;1308;76120
Renault;Arkana;26190;2024;21947;essence;14022;21000
Peugeot;e-2008;26900;2021;61274;essence;136;50110
Peugeot;3008;20490;2022;4500;Diesel;1308;83720
Peugeot;e-2008;22390;2024;15843;essence;2008136;95520
Peugeot;3008;38870;2024;29667;Diesel;2258;69400
Peugeot;3008;25990;2019;78078;essence;1308;83600
Audi;A3;29897;2022;109380;Diesel;351507;62210
Peugeot;e-208;17990;2023;41818;essence;208136;67500
Peugeot;e-2008;14999;2023;14674;essence;136;Super affaire
Peugeot;2008;16990;2021;49932;essence;1308;92240
Renault;Megane;25987;2022;45600;essence;11521;13008
Peugeot;3008;12099;2020;52922;essence;2258;59160
Renault;Arkana;11500;2024;8787;essence;14522;64300
Peugeot;2008;45980;2020;130577;essence;1213087;67500
Peugeot;208;40710;2024;9500;essence;1008;13008
Peugeot;3008;34970;2020;50124;essence;30081308;78200
Peugeot;2008;20490;2024;7352;hybride;1308;49000
Dacia;Spring;13990;2023;28526;essence;;Super affaire
Renault;Captur;21480;2021;87044;Diesel;145;47200
Mercedes-Benz;Classe A;50200;2025;7000;essence;2501631098;37170
Peugeot;308;28890;2024;17548;Diesel;1308;66000
Peugeot;2008;23633;2021;48500;Diesel;1308;74700
Renault;Arkana;21290;2022;20716;essence;14522;78190
Peugeot;3008;27990;2024;9600;Diesel;30082258;74200
Peugeot;3008;33490;2025;7000;essence;2258;44700
Peugeot;3008;9990;2023;12897;essence;1308;34970
Peugeot;3008;33989;2021;40206;essence;2258;44700
Audi;A3;18390;2024;13146;Diesel;351507;67500
Peugeot;e-2008;38540;2019;104000;Diesel;136;Bonne affaire
Peugeot;3008;42790;2022;49810;essence;1308;69400
Peugeot;3008;17990;2025;4900;essence;1366;83600
Dacia;Spring;19900;2024;10148;essence;65;21400
Citroën;C3;15690;2023;40245;essence;12110;37000
Renault;Arkana;19490;2024;9000;essence;14021;83300
Peugeot;e-2008;17290;2022;38752;essence;136;69400
Renault;Captur;16495;2021;52284;essence;145;47000
Peugeot;208;45990;2024;5209;essence;1008;02700
Dacia;Spring;8999;2023;7568;essence;;Super affaire
Citroën;C3;32990;2023;21547;essence;1106;06800
Peugeot;3008;14990;2024;18928;essence;1308;44400
Peugeot;208;27990;2018;99938;essence;1008;35510
Peugeot;308 SW;11490;2020;71020;essence;3081808;35510
Peugeot;3008;22990;2022;31218;essence;1308;78130
Volkswagen;Tiguan;54990;2025;9900;essence;2726;33310
Peugeot;3008;20900;2019;78596;essence;1808;26000
Citroën;C3;26990;2022;24572;essence;113;95340
Renault;Captur;34990;2024;5166;essence;160;07200
Mercedes-Benz;Classe A;31690;2023;20665;essence;2501770;57070
Peugeot;e-2008;31490;2023;30736;essence;136;22000
Peugeot;e-208;31490;2022;46;essence;50136;Bonne affaire
Peugeot;208;20990;2018;91373;essence;121308;13008
Renault;Arkana;22990;2020;28504;essence;14022;59220
Peugeot;308;21990;2023;30000;essence;3081808;78200
Peugeot;3008;11000;2021;73778;hybride;43008;69400
Renault;Captur;37790;2023;62847;essence;145;65100
Citroën;C3;25990;2021;38513;essence;1106;13008
Peugeot;2008;14290;2020;35075;essence;1308;22100
Peugeot;3008;45000;2022;8872;Diesel;1308;83720
Peugeot;e-3008;42590;2023;24353;essence;300873210;Bonne affaire
Peugeot;208;24490;2021;39235;essence;1308;72100
Renault;Captur;23490;2020;49333;essence;145;50110
Peugeot;3008;21490;2023;31290;essence;1308;76000
Peugeot;208;16500;2022;34217;essence;121006;78180
Peugeot;3008;45000;2022;8872;Diesel;1308;83720
Peugeot;e-3008;42590;2023;24353;essence;300873210;Bonne affaire
Peugeot;208;24490;2021;39235;essence;1308;72100
Renault;Captur;23490;2020;49333;essence;145;50110
Peugeot;3008;21490;2023;31290;essence;1308;76000
Peugeot;208;16500;2022;34217;essence;121006;78180
Peugeot;3008;45000;2022;8872;Diesel;1308;83720
Peugeot;e-3008;42590;2023;24353;essence;300873210;Bonne affaire
Peugeot;208;24490;2021;39235;essence;1308;72100
Renault;Captur;23490;2020;49333;essence;145;50110
Peugeot;3008;21490;2023;31290;essence;1308;76000
Peugeot;208;16500;2022;34217;essence;121006;78180
Renault;Arkana;21500;2022;48900;hybride;14521;33140
Peugeot;3008;24290;2022;51771;essence;13085;19100
Peugeot;208;32320;2021;37427;essence;1008;13700
Peugeot;e-208;25490;2023;24536;essence;50136;Super affaire
Renault;Captur;38390;2025;5000;essence;1614521;83100
Audi;Q2;16990;2021;73579;Diesel;351507;57685
Peugeot;e-208;25990;2021;17407;essence;50136;26000
Peugeot;3008;27890;2022;61984;Diesel;2258;94120
Peugeot;3008;34984;2022;23129;essence;1366;74600
Peugeot;2008;19400;2020;27725;essence;1308;83600
Audi;Q3;14980;2023;33957;essence;351507;54510
Peugeot;e-208;37490;2020;108124;essence;20850136;78130
Volkswagen;T-Roc;24190;2023;41003;essence;151507;31000
Renault;Megane E Tech;18990;2021;46969;essence;60220;44190
Peugeot;208;17490;2019;135400;Diesel;121008;22000
Citroën;C3;14900;2024;30882;essence;12110;18000
Peugeot;208;24489;2023;18901;essence;1008;31200
Peugeot;e-208;18400;2018;112004;Diesel;208136;67700
Volkswagen;Polo;14818;2024;7000;essence;101107;67500
Peugeot;e-208;19990;2024;24390;essence;50136;26000
Peugeot;208;18490;2022;24549;essence;121308;68110
Peugeot;e-2008;28990;2025;8900;hybride;50136;50300
Peugeot;308;41750;2022;27363;essence;1808;14000
Peugeot;3008;31234;2021;98170;Diesel;1308;83720
Toyota;Yaris Cross;79900;2022;25035;hybride;13025;24750
Peugeot;208;13990;2020;33243;essence;1008;78180
Peugeot;308 SW;13900;2022;130303;Diesel;1308;33310
Peugeot;208;42490;2022;94159;essence;1008;33700
Citroën;C4;26480;2021;24776;essence;1308;58640
Peugeot;208;32990;2024;7931;Diesel;121008;76600
Peugeot;208;21500;2024;11300;essence;1008;94120
Renault;Arkana;16290;2020;39387;essence;14525;47000
Peugeot;3008;16480;2019;87753;essence;1308;31200
Peugeot;308;19990;2021;62743;hybride;1808;14000
Peugeot;308;23990;2020;50910;essence;1808;56850
Renault;Arkana;23590;2023;22774;essence;14521;78190
Peugeot;e-2008;19360;2021;77013;essence;136;Super affaire
Renault;Megane;11000;2023;29000;hybride;1511523;13920
Peugeot;308;16990;2023;33907;essence;1808;83100
Peugeot;2008;35349;2021;39102;essence;121308;59640
Peugeot;e-2008;15290;2020;43824;essence;2008156;67500
Peugeot;208;26590;2025;6000;essence;1008;78180
Renault;Megane E Tech;19990;2024;5509;hybride;60220;Bonne affaire
Toyota;Yaris;10490;2023;33290;Diesel;130;64400
Peugeot;2008;18990;2019;63632;Diesel;20081558;31400
Peugeot;308;35590;2023;35000;essence;1308;34000
Volkswagen;T-Roc;14990;2024;5000;essence;151507;67500
Peugeot;e-208;30900;2021;32281;essence;208136;Super affaire
Citroën;C3;16990;2022;43500;hybride;31106;62400
Peugeot;2008;21990;2023;23956;essence;1308;17300
Peugeot;2008;42790;2024;4867;essence;1308;83100
Peugeot;3008;25989;2021;78181;Diesel;300843008;14100
Peugeot;2008;28390;2023;7293;essence;1558;60230
Renault;Captur;25989;2025;7500;essence;145;72000
Volkswagen;Polo;17490;2024;3228;essence;101107;31100
Peugeot;308 SW;31990;2022;51709;essence;1308;59650
Renault;Captur;25000;2023;27197;Diesel;115;64500
Volkswagen;T-Roc;29990;2023;15663;essence;151507;67800
Renault;Megane;22990;2023;43146;Diesel;115;21400
Peugeot;2008;38710;2023;8000;essence;1308;50000
Peugeot;308;20490;2021;80807;Diesel;151308;58000
Renault;Captur;20990;2022;55838;essence;14521;03100
Peugeot;208;13990;2020;24248;essence;1008;31200
Peugeot;3008;16900;2020;20793;essence;2258;22000
Peugeot;3008;18990;2024;5173;essence;1366;59650
Peugeot;2008;15990;2023;18597;essence;1308;78180
Volkswagen;Golf;43900;2021;62303;essence;151507;75015
Peugeot;e-3008;10490;2022;10;Diesel;21073;Bonne affaire
Peugeot;308;27900;2024;4990;essence;1808;68110
Dacia;Spring;22495;2021;104876;Diesel;;14000
Peugeot;e-208;27990;2020;85010;Diesel;20850136;Super affaire
Peugeot;208;17690;2021;89113;Diesel;1008;71000
Renault;Captur;21490;2021;71800;essence;14521;83100
Peugeot;308;17990;2022;41071;essence;1808;13400
Peugeot;3008;22900;2017;118845;Diesel;121308;68110
Peugeot;e-2008;18990;2019;51815;essence;2008136;68110
BMW;X1;28890;2022;69450;Diesel;201908;34500
Peugeot;308;29690;2019;55032;essence;1808;83100
Peugeot;2008;14990;2020;42383;essence;121308;67500
Volkswagen;Golf;35990;2024;4160;essence;151307;34920
Peugeot;308;45490;2021;58220;essence;1808;69120
Peugeot;e-2008;19400;2022;123209;Diesel;136;Super affaire
Peugeot;2008;33490;2023;35959;essence;1308;31200
Peugeot;3008;39000;2019;60585;essence;1308;37600
Volkswagen;Golf;21500;2023;35720;essence;151507;92000
Audi;A3;27490;2022;47470;essence;301107;59640
Volkswagen;Polo;17490;2024;12645;essence;10957;33260
Peugeot;2008;16490;2021;33030;essence;1308;35510
Renault;Arkana;20990;2023;32867;essence;14521;37600
Peugeot;e-208;18490;2021;80776;essence;50136;Bonne affaire
Peugeot;3008;9990;2022;111186;Diesel;1808;83400
Renault;Clio;22990;2023;65159;essence;14021;83100
Dacia;Spring;9900;2023;20777;essence;;Bonne affaire
Peugeot;3008;16890;2020;102245;essence;2258;31400
Peugeot;2008;19869;2022;28839;essence;1308;76600
Peugeot;3008;26990;2023;3700;essence;1308;83300
Peugeot;308 SW;19990;2021;50070;hybride;1308;22100
Peugeot;e-208;20990;2022;50127;essence;208136;Bonne affaire
Peugeot;308 SW;32990;2022;96267;Diesel;1808;59640
Peugeot;308;19990;2021;50796;essence;1308;14000
Peugeot;2008;22790;2022;38200;essence;130;67700
Renault;Captur;22990;2024;11000;essence;14521;92100
Peugeot;e-2008;36500;2022;16900;essence;136;Super affaire
Renault;Arkana;17790;2019;40993;Diesel;14521;89100
Peugeot;e-208;14990;2020;55584;essence;208136;Bonne affaire
Peugeot;3008;23400;2023;21542;essence;1308;68110
Volkswagen;Golf;39690;2025;2146;essence;201507;26000
Peugeot;2008;23890;2020;57013;essence;1308;92000
Citroën;C4;9770;2023;60557;Diesel;1456;53000
Renault;Arkana;23990;2022;10574;essence;14523;94260
Peugeot;308 SW;15490;2020;101404;Diesel;151308;58000
Dacia;Spring;19990;2023;6013;essence;;Bonne affaire
Audi;Q3;34990;2021;83089;essence;351507;67800
Renault;Arkana;23990;2023;31000;essence;14022;59750
Peugeot;308;16800;2021;46601;Diesel;151308;59640
Peugeot;308;19990;2021;42355;Diesel;1308;88100
Peugeot;208;32990;2020;145538;Diesel;121008;62200
Peugeot;3008;49900;2024;13500;hybride;1308;13008
Mercedes-Benz;GLC;34900;2021;64171;hybride;300420194449;88000
Peugeot;308 SW;22980;2021;66563;essence;54156;56850
Renault;Megane E Tech;24990;2023;37134;essence;60130;Super affaire
Peugeot;308 SW;17490;2022;42146;essence;121308;50400
Peugeot;e-2008;16490;2021;34846;essence;136;76600
Peugeot;e-3008;47790;2025;100;Diesel;21073;59640
Peugeot;3008;21990;2021;95890;Diesel;1308;89000
Renault;Clio;22990;2023;3894;essence;14021;34000
Volkswagen;T-Roc;26990;2022;53205;essence;151507;73300
Peugeot;308;27990;2020;96295;Diesel;1308;69200
Peugeot;3008;32990;2023;11695;essence;1808;83100
Peugeot;3008;22180;2022;17452;essence;2258;26000
Audi;A3;28990;2022;100216;Diesel;351507;57685
Mercedes-Benz;GLA;20990;2021;21865;Diesel;2008;26000
Peugeot;3008;16990;2024;38780;Diesel;30081308;71880
Peugeot;2008;22990;2020;66292;essence;1308;26000
Peugeot;208;18790;2017;135890;essence;1008;35510
Peugeot;2008;14490;2023;8239;essence;1308;92240
Peugeot;3008;17990;2023;30212;essence;2258;14000
Peugeot;2008;21400;2020;22285;essence;1308;33110
Peugeot;3008;19490;2025;10;essence;43008;07000
Peugeot;308;21890;2023;15405;essence;1808;14000
Peugeot;2008;25900;2022;17737;essence;1308;92240
Renault;Clio;20690;2021;40071;essence;90;71000
Peugeot;308;21990;2024;8000;essence;121308;68110
Peugeot;308;50800;2018;67050;essence;1808;14000
Peugeot;208;20990;2025;9900;essence;1006;02700
Audi;Q3;52980;2024;19799;hybride;351507;28630
Peugeot;3008;15489;2021;71635;essence;2258;53000
Peugeot;308;21990;2024;8000;essence;121308;68110
Peugeot;308;50800;2018;67050;essence;1808;14000
Peugeot;208;20990;2025;9900;essence;1006;02700
Audi;Q3;52980;2024;19799;hybride;351507;28630
Peugeot;3008;15489;2021;71635;essence;2258;53000
Citroën;C3;14390;2021;47235;essence;1106;59160
Peugeot;3008;16990;2020;43590;essence;2258;22000
Peugeot;e-208;15990;2023;17732;essence;50136;14000
Peugeot;e-2008;38200;2024;2272;essence;136;13920
Peugeot;3008;27090;2021;31345;essence;1308;83600
Renault;Arkana;19990;2022;34059;Diesel;14521;31600
Volkswagen;Polo;19890;2023;68624;essence;101167;38170
Toyota;Yaris;16990;2021;68017;essence;116;03110
Peugeot;2008;25989;2024;17900;essence;1308;83500
Volkswagen;Polo;20990;2021;72597;essence;101167;31670
Peugeot;2008;42900;2022;17233;essence;1308;78180
Audi;Q3;24990;2021;63474;hybride;351507;06250
Peugeot;3008;36020;2021;22240;essence;2258;50400
Peugeot;2008;25995;2020;52356;essence;1308;69200
Renault;Megane;9490;2021;46348;essence;1511523;44800
Dacia;Spring;39800;2023;36920;essence;;Bonne affaire
Mercedes-Benz;GLC;22490;2021;16331;essence;30094;13400
Renault;Arkana;19490;2021;51950;Diesel;1614521;13100
Peugeot;e-2008;19990;2021;57870;essence;136;Bonne affaire
Peugeot;3008;24990;2022;108985;Diesel;2258;76000
Peugeot;3008;21600;2020;39321;essence;161656;62218
Renault;Arkana;26990;2023;21885;essence;145;13008
Peugeot;3008;17990;2022;21408;essence;1308;32300
Renault;Megane;28990;2024;8000;essence;115;62140
Peugeot;208;15490;2022;41004;essence;1008;92240
Peugeot;2008;15980;2022;16000;essence;1308;31000
Peugeot;2008;12900;2022;38993;Diesel;121106;61000
Volkswagen;Golf GTE;42900;2021;47089;essence;142456;56880
Audi;Q3;16566;2024;17120;hybride;351507;06200
Peugeot;e-208;21990;2024;12251;essence;20850136;74200
Peugeot;e-2008;20990;2020;123390;Diesel;136;14000
Peugeot;3008;19490;2024;8000;essence;1808;92000
Peugeot;2008;18500;2020;73044;essence;1308;74100
Mercedes-Benz;Classe C;24990;2023;24491;essence;220197;41260
Renault;Clio;24690;2023;24959;essence;14021;10200
Volkswagen;T-Roc Cabriolet;27480;2022;27481;essence;151507;38170
Peugeot;208;23890;2023;10000;essence;1308;92100
Peugeot;308;18490;2020;99485;Diesel;1308;92240
Volkswagen;Polo;24990;2022;41827;essence;10957;73300
Peugeot;2008;16490;2022;28180;essence;1308;94340
Peugeot;208;19490;2022;67728;essence;1006;14500
Peugeot;3008;28290;2020;55450;essence;2258;83400
Renault;Arkana;24990;2023;21424;essence;14523;31400
Peugeot;e-208;22990;2024;14326;essence;50136;31000
Peugeot;2008;17990;2020;45597;essence;121308;67500
Audi;Q3;53990;2024;26000;essence;452456;74600
Peugeot;208;19990;2021;50542;hybride;121006;68110
Peugeot;e-2008;48500;2022;10;Diesel;2008136;67800
Volkswagen;Tiguan;61990;2025;9900;essence;2726;33310
Peugeot;208;16990;2020;31073;essence;1008;62310
Audi;Q3;31490;2022;44159;essence;351507;38360
Peugeot;3008;22937;2024;14869;hybride;2258;49000
Renault;Clio;32700;2024;28100;Diesel;14525;64100
Peugeot;3008;26990;2021;51463;essence;43008;80100
Citroën;C3;17290;2019;63361;essence;1106;69200
Peugeot;3008;25490;2020;58675;essence;2258;56850
Peugeot;3008;21480;2024;7762;Diesel;1308;59223
Renault;Clio;16990;2021;38283;essence;14021;32000
Audi;Q3;47290;2021;56249;essence;351507;01170
Peugeot;308;26000;2022;17808;essence;1308;52200
Peugeot;3008;22690;2021;21095;essence;1308;92000
Volkswagen;Polo;21889;2023;10918;essence;10957;31000
Peugeot;208;24899;2025;8500;essence;1006;49000
Peugeot;3008;23680;2021;16792;essence;2258;33700
Volkswagen;Polo;34396;2017;93890;essence;101167;33700
Volkswagen;Polo;20900;2023;33254;essence;10957;83400
Renault;Captur;27600;2021;123519;Diesel;145;77240
Peugeot;208;24288;2021;47637;essence;121006;62218
Peugeot;e-208;26990;2021;54019;essence;50136;Bonne affaire
Peugeot;208;14290;2024;10;essence;1006;50000
Peugeot;e-208;25989;2025;5000;essence;50136;Bonne affaire
Volkswagen;Polo;47690;2024;3276;essence;101167;78140
Mercedes-Benz;Classe A;31990;2020;55702;essence;1807;04130
Audi;Q3;22000;2020;97464;Diesel;351507;35510
Volkswagen;T-Roc;31200;2022;66473;Diesel;201507;67800
Peugeot;208;17490;2024;16372;essence;1008;35510
Peugeot;e-208;49945;2021;56356;essence;208136;59187
Peugeot;3008;47900;2022;31322;essence;300843008;71000
Peugeot;2008;40990;2024;9500;essence;1308;59223
Volkswagen;Golf;17390;2024;9781;essence;151307;80136
Dacia;Spring;53590;2020;103919;essence;;76120
Renault;Megane E Tech;21590;2025;8000;Diesel;60220;85500
Peugeot;e-2008;28400;2025;1000;essence;2008136;67700
Peugeot;3008;21990;2025;1306;essence;43008;13008
Renault;Captur;35990;2025;3000;essence;160;40100
Peugeot;208;19999;2022;26019;essence;1008;66000
Peugeot;2008;21990;2021;79327;Diesel;1308;22100
Mercedes-Benz;Classe C;19990;2020;44780;essence;220197;33260
Renault;Clio;34190;2023;21000;Diesel;145;64100
Peugeot;208;21490;2023;45436;essence;1308;38300
Peugeot;208;19999;2022;26019;essence;1008;66000
Peugeot;2008;21990;2021;79327;Diesel;1308;22100
Mercedes-Benz;Classe C;19990;2020;44780;essence;220197;33260
Renault;Clio;34190;2023;21000;Diesel;145;64100
Peugeot;208;21490;2023;45436;essence;1308;38300
Peugeot;308 SW;16980;2023;35000;essence;121308;60000
Peugeot;308;16490;2024;25868;essence;1308;66000
Peugeot;2008;9980;2017;86500;essence;1308;31200
Peugeot;208;10990;2024;13666;essence;1008;94120
Renault;Megane E Tech;38999;2021;76425;essence;22024;Bonne affaire
Peugeot;2008;17970;2024;27667;hybride;1308;44190
Peugeot;3008;30990;2017;74091;essence;2258;56000
Peugeot;e-208;15490;2023;9000;essence;50136;14000
Volkswagen;T-Roc;31995;2024;10770;essence;1521507;63170
Peugeot;3008;19690;2022;48103;essence;121306;34110
Renault;Clio;23500;2021;81131;essence;145;69200
Peugeot;3008;28980;2024;15054;Diesel;2258;94120
Peugeot;3008;19490;2021;106132;Diesel;30081308;71300
Peugeot;3008;21490;2023;61588;hybride;2258;80100
Volkswagen;Tiguan;56490;2022;26630;essence;2726;34200
Peugeot;308;25990;2024;7592;essence;1308;14100
Peugeot;308 SW;23900;2021;34165;hybride;1808;34000
Renault;Captur;37990;2023;10435;essence;14521;77240
Peugeot;e-2008;9350;2020;54462;Diesel;2008156;59750
Peugeot;e-208;18350;2021;117896;Diesel;50136;89100
Volkswagen;T-Roc;23990;2020;119512;essence;201507;73490
Peugeot;3008;21900;2024;5450;essence;43008;88100
Volkswagen;Polo;20590;2025;8000;hybride;101167;44700
Peugeot;2008;27990;2022;18381;essence;1308;78000
Peugeot;3008;37390;2023;5638;essence;1308;69400
Peugeot;3008;16890;2019;81552;essence;30081308;95350
Renault;Megane;17490;2024;9500;essence;1511523;44400
Renault;Megane;10490;2022;58883;essence;11521;31400
Renault;Arkana;10280;2024;13500;essence;1452;76000
Peugeot;e-208;33900;2024;2361;essence;20850136;78200
Peugeot;3008;44890;2021;74201;essence;2258;31000
Volkswagen;Golf;40890;2020;45767;essence;1515017;57740
Peugeot;2008;15990;2020;64208;essence;1308;13700
Mercedes-Benz;GLA;39900;2018;31272;essence;2502188;36000
Peugeot;e-208;21990;2020;56389;essence;208136;67500
Mercedes-Benz;GLC;40995;2022;63569;Diesel;22094;26100
Peugeot;3008;26890;2024;15000;Diesel;121306;66000
Peugeot;308;39700;2022;33822;essence;1808;69200
Audi;Q2;25989;2024;9500;Diesel;351507;05000
Volkswagen;Polo;27890;2020;66368;essence;101167;31670
Peugeot;3008;37490;2025;10;essence;43008;59750
Mercedes-Benz;GLC;44495;2017;37186;Diesel;35094;01170
Peugeot;e-208;17480;2025;8000;essence;208136;62219
Volkswagen;Tiguan;25190;2020;55985;essence;201507;63170
Peugeot;2008;22990;2022;114938;essence;1558;26000
Peugeot;208;61490;2021;88437;essence;121006;59280
Renault;Megane;17799;2022;52610;Diesel;11521;06800
Peugeot;e-208;16290;2019;76738;essence;50136;Bonne affaire
Dacia;Spring;10980;2019;59925;essence;;92000
Peugeot;2008;24490;2024;22000;essence;1308;45770
Peugeot;2008;18590;2021;50164;essence;1308;69400
Peugeot;308;23990;2022;92656;Diesel;1308;62310
Renault;Captur;18980;2021;46935;essence;160;78630
Peugeot;3008;26000;2023;15233;essence;161656;31200
Peugeot;3008;18500;2021;53922;essence;2258;44400
Renault;Megane E Tech;33990;2024;10;essence;60220;52200
Renault;Clio;23490;2021;134875;essence;145;10200
Peugeot;e-208;15990;2022;29254;essence;208136;Bonne affaire
Peugeot;2008;28420;2020;34561;hybride;1308;67500
Peugeot;2008;32490;2024;9385;Diesel;1308;50110
Peugeot;308;16499;2020;22774;essence;1808;56850
Peugeot;3008;17990;2021;99226;essence;2258;33310
Peugeot;e-208;24990;2024;9000;essence;208136;62219
Mercedes-Benz;GLC Coupé;21780;2023;3788;essence;3004;67800
Volkswagen;T-Roc;27499;2022;40698;essence;151507;33310
Renault;Captur;15490;2020;94367;essence;160;31400
Peugeot;3008;24490;2022;79824;Diesel;121308;45200
Mercedes-Benz;Classe A;24490;2020;57707;essence;180;54520
Renault;Clio;34800;2024;16500;Diesel;145;47000
Mercedes-Benz;Classe A;45800;2021;24130;essence;1801168;98000
Volkswagen;Polo;21899;2024;11820;essence;10957;33500
Renault;Arkana;19990;2023;18778;hybride;14022;92400
Renault;Arkana;43890;2020;24717;essence;1314022;44400
Peugeot;2008;10990;2022;66800;Diesel;1308;50000
Renault;Clio;18790;2024;22875;Diesel;13130;06800
Audi;Q2;22590;2023;6266;essence;301167;28630
Volkswagen;Tiguan;24490;2023;27101;essence;201507;34200
Peugeot;208;25789;2023;13967;essence;1008;22100
Volkswagen;T-Roc;13900;2024;8008;essence;1521507;35510
Citroën;C4 SpaceTourer;38480;2020;53688;essence;1308;59160
Peugeot;308 SW;24990;2023;32065;essence;121308;67500
Peugeot;e-208;38480;2022;69410;essence;50136;Bonne affaire
Renault;Megane;20990;2020;99127;essence;11521;40600
Audi;Q3;18990;2021;28290;essence;452456;64100
Peugeot;e-2008;26389;2024;9222;essence;136;92000
Peugeot;3008;26290;2023;17410;essence;30082258;Super affaire
Renault;Captur;23490;2022;29564;essence;14521;83400
Peugeot;2008;23990;2020;59175;essence;1213087;67560
Peugeot;e-208;16990;2022;62697;Diesel;50136;Bonne affaire
Peugeot;3008;23690;2024;3500;essence;2258;56850
Peugeot;308 SW;31990;2024;9817;essence;121308;62218
Peugeot;e-208;35690;2019;31396;essence;50136;62140
Renault;Clio;16490;2023;4500;Diesel;140;64100
Peugeot;2008;41030;2024;20982;Diesel;1106;44700
Volkswagen;T-Roc;10500;2021;26950;essence;1521507;74600
Peugeot;e-208;37990;2023;21885;essence;20850136;60230
Peugeot;3008;17990;2021;60034;essence;1308;83600
Peugeot;e-208;10990;2020;70351;essence;50136;Bonne affaire
Dacia;Spring;26490;2020;52410;essence;;13920
Peugeot;208;21490;2023;38957;essence;121006;13008
Peugeot;208;45500;2021;19021;essence;121308;68110
Peugeot;2008;16990;2024;3975;essence;20081308;95220
Peugeot;308 SW;36986;2025;8000;essence;1308;40800
Audi;Q2;54900;2025;8000;essence;351507;63170
Volkswagen;T-Roc Cabriolet;67900;2025;4900;Diesel;1521507;74600
Peugeot;e-2008;48900;2024;8000;essence;2008136;78200
Peugeot;e-2008;17480;2020;47296;essence;2008136;71300
Audi;Q3;28990;2024;22550;essence;452456;35510
Peugeot;208;17490;2023;5439;essence;1008;94120
Mercedes-Benz;Classe A;30989;2021;65595;essence;1801367;37170
Peugeot;3008;45890;2023;23390;essence;43008;83400
Audi;Q3;27490;2022;15657;essence;351507;34920
Renault;Captur;27490;2021;47500;essence;160;31600
Dacia;Spring;19820;2020;84817;Diesel;25;64100
Peugeot;3008;19990;2021;35435;essence;30081308;44600
Peugeot;2008;19290;2024;9000;hybride;1558;92240
Peugeot;2008;19290;2024;16788;essence;1308;31200
Dacia;Duster;26990;2024;10500;essence;15042;13008
Peugeot;2008;28802;2021;54814;essence;1308;50110
Dacia;Journey;19990;2024;7800;essence;140425;32000
Peugeot;2008;18990;2022;74147;Diesel;121308;68110
Peugeot;2008;27900;2020;49500;essence;1308;14600
Peugeot;2008;32990;2023;41087;essence;1308;35133
Volkswagen;Golf;16790;2022;20874;essence;151307;74600
Peugeot;e-208;16990;2022;64727;essence;208136;67800
Peugeot;308 SW;32899;2023;46061;essence;1808;76120
Volkswagen;Golf;43900;2023;37403;Diesel;151507;33310
Mercedes-Benz;Classe A;25200;2021;41024;essence;1801367;18230
Peugeot;3008;24149;2022;51458;essence;1308;78180
Citroën;C3;19830;2023;9800;essence;113;22100
Peugeot;e-208;39996;2022;43758;essence;50136;Super affaire
Peugeot;e-2008;30990;2024;10749;essence;2008136;31000
Peugeot;2008;30490;2022;16154;essence;1308;Super affaire
Audi;Q3;47990;2024;5000;essence;452456;67500
Audi;Q2;43250;2024;28547;Diesel;351507;92000
Peugeot;e-208;15690;2023;41021;essence;50136;35510
Peugeot;308;16490;2019;71061;essence;1308;57200
Peugeot;308 SW;43033;2024;8638;essence;1808;14800
Mercedes-Benz;Classe A;36900;2024;1475;essence;250;68390
Peugeot;3008;35990;2021;54900;essence;1366;02700
Peugeot;208;33990;2022;66303;essence;1008;56000
Peugeot;e-208;23990;2023;53684;essence;208136;67800
Peugeot;2008;25799;2019;85609;Diesel;1308;14000
Dacia;Spring;18500;2022;20787;essence;;Super affaire
Peugeot;208;35674;2022;29321;essence;121008;65100
Peugeot;2008;61289;2020;70268;essence;1308;59640
Dacia;Spring;25990;2024;7545;essence;;92000
Renault;Arkana;25990;2023;18979;hybride;14522;69140
Peugeot;208;16990;2021;127033;essence;1008;92240
Peugeot;2008;22480;2024;18500;essence;1308;34170
Toyota;Yaris;22490;2021;44260;essence;116;31100
Peugeot;3008;32990;2021;132355;Diesel;1308;59223
Renault;Captur;40990;2023;29980;essence;90;34170
Peugeot;2008;11499;2024;1;essence;1308;35510
Mercedes-Benz;Classe A;19990;2022;16266;Diesel;200;54520
Volkswagen;T-Roc;20490;2023;21382;essence;1521507;62700
Peugeot;e-208;34890;2024;6500;essence;50136;Super affaire
Mercedes-Benz;GLA;27300;2020;42039;essence;2501601028;56850
Dacia;Journey;38990;2020;61240;essence;140425;18230
Peugeot;e-2008;29490;2020;30464;essence;136;40100
Renault;Arkana;28890;2024;8000;hybride;14523;75014
Audi;A3;19000;2020;23143;essence;351507;34920
Renault;Captur;37990;2023;12000;Diesel;14521;89100
Peugeot;308;18790;2023;25308;essence;1308;34500
Renault;Captur;23990;2019;56150;Diesel;145;64100
