marque;modele;prix;annee;kilometrage;energie;nombre chevaux;code postal
Renault;Captur;20499;2022;20662;essence;120;34420
Renault;Arkana;18480;2023;21909;essence;14022;21000
Renault;Arkana;20490;2024;21506;essence;1314022;44800
Renault;Clio;24390;2023;27608;essence;14021;21000
Renault;Arkana;17980;2024;21976;essence;14022;18230
Renault;Captur;19990;2022;10875;essence;145;37170
Toyota;C-HR;24690;2024;8320;hybride;2005;24000
Peugeot;208;25490;2023;19752;essence;1008;89300
Renault;Megane E Tech;23990;2020;40769;essence;60130;49000
Renault;Arkana;19990;2022;108712;essence;14022;72000
Renault;Arkana;16990;2023;40703;essence;16022;26200
Renault;Megane E Tech;28500;2022;28582;essence;60220;71400
Renault;Megane;9490;2024;29901;essence;11521;77170
Renault;Arkana;27990;2023;25571;essence;1614521;44400
Renault;Arkana;19790;2022;35179;essence;14022;21000
Renault;Captur;19490;2021;44125;essence;16021;76360
Renault;Captur;18490;2020;25506;essence;130;92100
Renault;Arkana;22690;2022;36527;essence;1314022;44800
Renault;Arkana;21980;2022;30470;essence;1314022;44800
Renault;Arkana;16890;2023;33060;essence;14022;94260
Renault;Arkana;18660;2021;102199;essence;1314022;44800
Renault;Arkana;21990;2018;54190;Diesel;1314022;44800
Peugeot;208;16890;2021;27892;essence;1006;69400
Renault;Captur;19990;2022;18241;essence;14021;76600
Renault;Arkana;28880;2022;56859;essence;14022;69200
Renault;Megane E Tech;21480;2022;81388;essence;60220;Bonne affaire
Renault;Arkana;20490;2022;41238;essence;1614521;78700
Dacia;Duster;33900;2024;8401;essence;15042;85000
Renault;Captur;20990;2023;12687;essence;145;37170
Mercedes-Benz;Classe C;27790;2021;31323;hybride;300;68390
Toyota;RAV4;10390;2024;19950;essence;20182;42000
Renault;Arkana;24490;2024;19550;essence;140;49000
Renault;Arkana;24390;2024;17530;essence;145;06150
Renault;Captur;20990;2023;12687;essence;145;37170
Mercedes-Benz;Classe C;27790;2021;31323;hybride;300;68390
Toyota;RAV4;10390;2024;19950;essence;20182;42000
Renault;Arkana;24490;2024;19550;essence;140;49000
Renault;Arkana;24390;2024;17530;essence;145;06150
Volkswagen;T-Roc Cabriolet;18390;2025;9000;essence;151507;63170
Renault;Captur;13490;2021;73740;essence;145;49000
Toyota;Yaris;20490;2023;37729;essence;100;92000
Renault;Clio;14590;2021;78915;essence;145;47000
Renault;Arkana;25999;2022;25198;Diesel;14022;08300
Citroën;C4;21890;2022;31610;essence;1308;67500
Renault;Arkana;22890;2024;11582;essence;14021;69200
Renault;Megane E Tech;22490;2022;37980;essence;160;04100
Renault;Arkana;24990;2021;101670;hybride;1314022;44800
Volkswagen;Polo;22490;2021;52778;essence;101107;67800
Renault;Captur;18500;2021;42756;essence;140;52200
Renault;Arkana;21990;2022;61278;essence;1314022;44800
Renault;Arkana;27500;2023;10248;essence;14022;47400
Renault;Megane E Tech;19990;2023;49315;essence;60220;37600
Renault;Arkana;20900;2022;33092;essence;1614521;44190
Renault;Megane E Tech;21990;2022;27450;essence;60220;52200
Dacia;Spring;10490;2024;8000;essence;;91300
Renault;Arkana;29990;2021;28400;essence;16023;92100
Peugeot;2008;19490;2023;36597;essence;1308;50110
Renault;Captur;20990;2024;7900;hybride;145;76360
Renault;Captur;30490;2021;38785;essence;160;83160
Renault;Megane E Tech;21990;2022;28127;essence;40130;Super affaire
Renault;Arkana;24820;2022;32674;essence;14021;33600
Renault;Arkana;33979;2022;23589;essence;14022;94260
Renault;Arkana;25890;2022;28940;essence;1314022;21000
Renault;Arkana;24890;2022;29456;essence;1314022;44800
Renault;Arkana;30990;2023;15540;essence;1314022;85000
Renault;Megane E Tech;15390;2021;25604;essence;60220;42400
Renault;Clio;24990;2022;25883;hybride;16145;85600
Renault;Arkana;21995;2023;29811;essence;1314022;44800
Dacia;Sandero;22490;2022;23484;essence;9022;33310
Renault;Captur;20000;2023;15894;essence;14521;21200
Peugeot;e-208;16990;2022;14931;essence;50136;80330
Renault;Captur;23490;2024;25297;hybride;160;93500
Renault;Megane;24390;2023;5676;essence;140;69140
Renault;Arkana;29450;2022;18754;essence;14022;06150
Renault;Arkana;28490;2024;6152;essence;14523;83160
Renault;Captur;12990;2021;81524;essence;160;72000
Peugeot;208;17500;2024;16498;essence;12110665;67560
Renault;Captur;14990;2022;31037;essence;160;52000
Peugeot;208;21690;2020;46436;hybride;121008;67800
Renault;Arkana;22490;2023;32316;essence;14021;41200
Renault;Arkana;21890;2022;41647;essence;1314022;44800
Renault;Arkana;16990;2021;53460;essence;14021;04100
Renault;Arkana;21490;2022;12660;Diesel;1314022;44800
Renault;Arkana;18990;2021;66116;hybride;1314022;44800
Volkswagen;T-Roc;21250;2023;30189;essence;201507;57070
Renault;Captur;22990;2024;10000;essence;145;89000
Renault;Arkana;16999;2022;24423;essence;14022;72000
Renault;Captur;20990;2022;18300;essence;145;49000
Peugeot;3008;24990;2022;35544;essence;1213068;59187
Renault;Clio;27990;2024;6626;Diesel;145;89000
Renault;Arkana;25990;2023;43897;essence;14523;69200
Renault;Megane E Tech;20990;2023;26538;essence;60220;Bonne affaire
Peugeot;2008;27490;2024;6196;essence;121366;85180
Dacia;Sandero;18890;2024;8458;essence;90;93100
Renault;Megane E Tech;28990;2022;30168;essence;60220;13008
Renault;Arkana;23590;2023;45049;essence;14022;78190
Renault;Clio;17990;2023;12828;essence;14021;21000
Renault;Captur;23990;2023;32418;essence;145;78190
Renault;Arkana;22490;2022;29834;essence;1314022;44800
Renault;Arkana;25790;2022;27500;essence;14022;83400
Renault;Megane E Tech;18990;2021;35000;essence;60220;89000
Renault;Clio;22990;2022;29956;essence;14021;08200
Renault;Clio;24690;2022;39050;essence;14021;04100
Renault;Arkana;25490;2024;19691;Diesel;14022;71400
Renault;Arkana;26990;2023;26574;essence;14022;21000
Renault;Arkana;18690;2023;22069;essence;1314022;44800
Mercedes-Benz;Classe A;26800;2020;51100;essence;1801367;98000
Renault;Captur;29490;2022;37364;essence;16145;85400
Volkswagen;Tiguan;19990;2019;109250;Diesel;2019074;73490
Renault;Arkana;28750;2021;38281;essence;14021;77120
Renault;Clio;31490;2024;5060;essence;145;78190
Renault;Arkana;19790;2022;31924;essence;14523;33520
Renault;Arkana;20000;2020;73913;essence;14522;86440
Renault;Arkana;22990;2023;44572;essence;14022;35200
Renault;Megane E Tech;26890;2019;109328;Diesel;60220;Bonne affaire
Renault;Captur;21900;2023;16592;essence;160;78190
Volkswagen;Tiguan Allspace;20780;2023;15114;hybride;2015076;42000
Renault;Captur;26690;2022;21262;essence;16145;75015
Renault;Captur;20000;2020;54606;essence;14521;85000
Renault;Arkana;21950;2024;17454;essence;14021;71200
Renault;Arkana;23999;2020;72305;essence;16022;21000
Dacia;Sandero;24450;2022;32255;essence;9022;92100
Renault;Arkana;19890;2022;70950;essence;1314022;44800
Renault;Clio;22990;2024;6981;essence;140;49000
Renault;Captur;28990;2024;8306;essence;14521;33140
Peugeot;e-2008;22450;2022;83425;hybride;2008136;95100
Citroën;C4;25790;2023;24602;Diesel;1308;33110
Renault;Arkana;19950;2022;35874;essence;16022;21400
Renault;Arkana;22290;2023;51655;essence;14022;69140
Renault;Arkana;18990;2022;98759;Diesel;14022;33520
Renault;Arkana;29480;2023;18624;hybride;14022;93100
Renault;Arkana;30990;2022;22215;essence;14523;69400
Renault;Arkana;27990;2023;15609;essence;14022;76360
Volkswagen;Polo GTI;19490;2024;1466;essence;202006;92380
Peugeot;2008;26890;2023;11790;essence;1308;93140
Volkswagen;Polo GTI;22590;2021;25853;essence;20207257;35510
Renault;Arkana;31890;2022;17522;essence;160;49000
Renault;Megane E Tech;23750;2021;57476;hybride;60220;92400
Renault;Arkana;20980;2022;58126;hybride;14521;42400
Peugeot;3008;16099;2021;74896;essence;161206;11100
Dacia;Duster;15690;2023;35138;essence;15042;31600
Renault;Arkana;20990;2021;73450;essence;16021;91310
Peugeot;2008;20990;2023;17189;essence;1308;69400
Renault;Arkana;20290;2023;36586;essence;1314022;44400
Renault;Clio;20990;2019;69187;essence;145;13400
Renault;Megane;21500;2019;92689;essence;140;69200
Renault;Arkana;21990;2022;40699;essence;14022;41250
Renault;Clio;17990;2021;54703;essence;14021;91310
Renault;Arkana;21950;2023;24057;essence;14022;33520
Renault;Captur;22890;2022;28207;essence;145;49000
Renault;Arkana;23590;2023;12000;essence;14022;35200
Peugeot;3008;16990;2020;77543;Diesel;1308;69200
Peugeot;e-2008;18990;2024;15120;Diesel;136;Super affaire
Renault;Captur;17590;2020;125380;Diesel;16021;92000
Renault;Arkana;30990;2024;6915;hybride;14523;33310
Renault;Captur;24890;2021;34276;essence;145;33140
Renault;Arkana;19980;2022;48544;hybride;14022;21000
Renault;Arkana;25990;2024;11295;hybride;14521;77600
Renault;Arkana;22200;2021;49815;hybride;14022;10200
Renault;Captur;20990;2022;40971;hybride;14521;78000
Citroën;Grand C4 SpaceTourer;17890;2022;10670;essence;41308;27140
Renault;Megane;24890;2023;115323;essence;15115;44800
Renault;Captur;17390;2024;4385;essence;145;77186
Dacia;Sandero;27690;2023;14869;essence;9022;92000
Renault;Arkana;16999;2021;20887;essence;14522;78000
Mercedes-Benz;GLC;17290;2022;31147;hybride;3004;68390
Renault;Megane;19990;2020;60456;Diesel;15115;44800
Renault;Clio;28490;2023;18413;essence;145;05000
Renault;Megane E Tech;25990;2024;5916;essence;60220;37170
Renault;Captur;27500;2024;14036;Diesel;160;49000
Renault;Arkana;19999;2024;33580;hybride;16023;76000
Renault;Captur;20000;2020;54606;essence;145;49000
Renault;Arkana;18499;2023;20255;essence;1452;71000
Renault;Clio;26500;2023;3119;essence;145;89100
Renault;Clio;18450;2024;5584;essence;14021;33520
Dacia;Duster;33990;2024;22069;essence;1614042;44800
Peugeot;308;30990;2021;89833;essence;2258;60400
Renault;Arkana;16990;2021;17938;hybride;14523;83160
Renault;Captur;16790;2020;79083;essence;145;92400
Peugeot;2008;19090;2021;85555;essence;1308;35510
Renault;Arkana;18290;2023;35977;essence;16022;52200
Renault;Megane;19900;2022;15905;hybride;15115;44800
Peugeot;2008;19490;2021;45050;essence;1308;26000
Renault;Arkana;16990;2022;42118;essence;140;41250
Renault;Arkana;22450;2023;14845;essence;14022;21000
Renault;Clio;13990;2020;99398;essence;90;86440
Renault;Clio;23980;2023;13351;essence;145;33520
Renault;Clio;23390;2022;146781;Diesel;140;31100
Renault;Arkana;33290;2024;8908;hybride;14523;33310
Renault;Arkana;25990;2023;27447;essence;1452;13008
Renault;Megane;16890;2024;1651;hybride;115;86440
Renault;Clio;23890;2022;90076;essence;90;77186
Renault;Clio;21490;2024;31837;hybride;145;13400
Renault;Clio;24590;2022;16612;essence;145;41250
Peugeot;2008;18490;2022;33305;essence;1308;94340
Peugeot;e-2008;19999;2024;5776;hybride;136;Bonne affaire
Dacia;Duster;16990;2022;92010;Diesel;15042;71880
Renault;Clio;16990;2022;85444;essence;14021;06150
Renault;Arkana;24990;2022;47422;essence;140;41250
Renault;Captur;23990;2024;28450;hybride;145;13011
Renault;Arkana;21790;2022;23367;essence;16021;35400
Renault;Arkana;18790;2021;23850;essence;140;49000
Renault;Captur;19500;2024;5369;hybride;160;89000
Renault;Arkana;22990;2024;20629;Diesel;14021;69200
Mercedes-Benz;Classe C;28900;2018;106661;essence;2009;26000
Renault;Megane;25990;2024;18799;Diesel;115;18230
Dacia;Spring;9880;2024;15122;Diesel;;91940
Renault;Megane;23980;2021;87610;Diesel;115;28630
Renault;Arkana;26500;2023;26695;essence;14022;35200
Citroën;C4;22150;2024;4850;essence;1308;62400
Renault;Captur;19500;2021;52492;hybride;14521;71400
Renault;Captur;29500;2022;30949;hybride;145;21400
Renault;Arkana;22990;2023;26990;essence;16022;94260
Renault;Captur;19890;2024;16231;hybride;14521;13008
Renault;Clio;21990;2021;17287;essence;13130;44800
Renault;Arkana;9490;2024;11495;essence;14523;78000
Peugeot;308;23990;2023;20485;essence;1308;78180
Renault;Arkana;28490;2023;4860;essence;14022;21000
Renault;Megane;21500;2024;10601;essence;115;64500
Renault;Arkana;39900;2023;13266;essence;14522;76000
Renault;Captur;22990;2024;15166;Diesel;14521;52200
Peugeot;3008;22990;2021;59799;essence;2258;92240
Renault;Captur;17690;2022;70244;essence;14521;33600
Renault;Captur;36390;2023;37159;essence;145;78000
Renault;Captur;20490;2024;3433;essence;14521;21200
Peugeot;e-208;30990;2022;15500;essence;51156;83400
Renault;Captur;19390;2023;24914;essence;14521;83160
Peugeot;2008;22570;2020;126534;essence;1308;92240
Renault;Arkana;25500;2021;109605;Diesel;16022;21200
Renault;Arkana;20990;2024;3305;essence;14022;26200
Volkswagen;T-Roc;19590;2021;71359;hybride;201507145;06800
Renault;Arkana;28490;2021;69044;hybride;16023;76000
Renault;Captur;17500;2022;42177;essence;145;21400
Renault;Megane E Tech;24990;2023;21024;essence;60130;44400
Audi;Q3;32900;2022;38071;essence;452456;71000
Renault;Arkana;21990;2021;31995;essence;1314022;44400
Renault;Megane;24590;2021;61566;essence;115;42000
Renault;Arkana;21990;2024;16047;Diesel;1314022;44400
Renault;Captur;23000;2023;25947;essence;145;21400
Renault;Arkana;19950;2024;7861;essence;140;33520
Peugeot;308 SW;31725;2022;15762;essence;3081808;78130
Renault;Arkana;32990;2024;8990;essence;145;49000
Peugeot;2008;17790;2023;26541;Diesel;1308;92240
Renault;Megane;24480;2024;33194;Diesel;115;42400
Renault;Clio;18490;2023;25947;essence;14021;10510
Renault;Arkana;19490;2022;27424;hybride;14523;21200
Peugeot;3008;23990;2019;63800;essence;161808;67800
Renault;Megane E Tech;19990;2023;54624;Diesel;160;42000
Renault;Captur;18680;2021;76578;hybride;16021;21000
Mercedes-Benz;Classe A;19690;2022;31792;essence;200;54520
Renault;Captur;16490;2024;16194;Diesel;160;92000
Renault;Clio;24000;2024;31386;Diesel;140;78190
Peugeot;2008;24490;2024;10724;essence;1308;72400
Volkswagen;Golf;41800;2021;57977;essence;202007;69410
Renault;Clio;25999;2019;82017;essence;145;06800
Renault;Clio;22990;2023;27510;essence;145;69140
Renault;Arkana;21900;2024;5363;hybride;14521;77600
Peugeot;2008;15590;2021;68652;essence;1308;40100
Renault;Megane E Tech;23990;2022;49918;Diesel;60220;Super affaire
Peugeot;2008;21480;2018;46646;essence;151308;47000
Renault;Arkana;21990;2024;13531;Diesel;1614521;72100
Dacia;Spring;14999;2023;23963;essence;;59187
Renault;Captur;23995;2023;27030;essence;150;Bonne affaire
Renault;Megane R.S.;32990;2019;63230;essence;280;69400
Renault;Clio;25490;2020;116503;Diesel;140;72000
Audi;A3;23990;2022;41691;essence;351507;33260
Renault;Megane E Tech;21590;2022;27059;hybride;60220;Bonne affaire
Audi;Q3;20350;2023;15316;essence;351507;85300
Renault;Captur;15490;2024;28081;Diesel;145;59650
Renault;Arkana;18890;2023;55737;essence;14523;88800
Renault;Megane;16990;2021;61250;Diesel;1511521;49300
Dacia;Duster;19990;2018;86787;Diesel;15042;13200
Renault;Megane E Tech;27500;2023;23993;essence;60220;21400
Audi;Q2;16666;2022;55800;hybride;161167;11000
Peugeot;e-2008;22490;2021;17500;essence;136;66000
Peugeot;308;21990;2023;7210;hybride;1308;53000
Renault;Arkana;30290;2024;15790;essence;16023;75014
Peugeot;3008;21990;2019;96238;essence;1308;14800
Dacia;Spring;14500;2024;11949;essence;;Super affaire
Renault;Megane;17900;2022;63788;essence;140;47000
Renault;Megane;27150;2024;22500;Diesel;1511523;10200
Peugeot;3008;30890;2021;70835;essence;121306;85500
Renault;Megane;23990;2024;4207;Diesel;115;69009
Renault;Arkana;19590;2018;105352;essence;14522;83160
Renault;Captur;23490;2024;15017;essence;160;78630
Audi;A3;26000;2022;81440;Diesel;151507;57100
Renault;Megane;18490;2021;53060;essence;140;35400
Peugeot;308;43990;2024;8363;hybride;1808;34200
Renault;Arkana;22400;2024;5320;hybride;1402;71000
Renault;Clio;19990;2021;58435;Diesel;145;78190
Renault;Arkana;26890;2023;28700;hybride;14021;77240
Peugeot;308;19990;2023;25012;essence;1308;74600
Renault;Arkana;21990;2024;23024;essence;14522;69200
Renault;Arkana;25990;2024;33501;essence;1316022;85000
Renault;Clio;24599;2024;7775;hybride;145;91300
Peugeot;2008;28990;2023;27500;essence;1308;44140
Peugeot;208;29490;2019;48963;essence;2081008;72100
Renault;Captur;28990;2025;8000;essence;16021;47300
Mercedes-Benz;GLA;19990;2024;16383;Diesel;200;68390
Peugeot;2008;25500;2024;8182;hybride;1366;19460
Renault;Megane;20890;2024;15410;Diesel;115;83170
Peugeot;308;23490;2021;49869;Diesel;3081308;71000
Peugeot;208;16800;2020;67164;essence;1008;92240
Peugeot;2008;31990;2021;66020;essence;1308;80330
Renault;Captur;34480;2021;42154;Diesel;130;33600
Renault;Arkana;10999;2022;58022;Diesel;1452;71000
Peugeot;2008;21450;2022;31808;essence;1308;44400
Renault;Clio;16490;2023;24248;essence;1614021;44800
Renault;Megane E Tech;27500;2023;66498;essence;60220;10200
Renault;Arkana;24790;2022;22141;essence;14022;84300
Renault;Arkana;17690;2022;50487;essence;1314022;44400
Peugeot;e-208;18390;2022;26116;essence;20850136;Super affaire
Renault;Arkana;20390;2021;51396;essence;14521;91200
Peugeot;308 SW;31590;2021;66379;hybride;1308;33700
Renault;Captur;21990;2022;50239;essence;155;84300
Peugeot;3008;21990;2024;15976;essence;43008;11000
Renault;Megane;23490;2022;23155;essence;14021;78000
Renault;Captur;27990;2023;8123;hybride;145;83300
Renault;Arkana;23790;2023;24153;essence;16023;69200
Renault;Arkana;20390;2021;51396;essence;14521;91200
Peugeot;308 SW;31590;2021;66379;hybride;1308;33700
Renault;Captur;21990;2022;50239;essence;155;84300
Peugeot;3008;21990;2024;15976;essence;43008;11000
Renault;Megane;23490;2022;23155;essence;14021;78000
Renault;Captur;27990;2023;8123;hybride;145;83300
Renault;Arkana;23790;2023;24153;essence;16023;69200
Renault;Arkana;21880;2023;37678;essence;14022;45770
Renault;Megane;19990;2022;2639;Diesel;115;83400
Renault;Arkana;25500;2021;49919;essence;14022;94260
Renault;Captur;18990;2022;30674;hybride;160;69200
Renault;Arkana;29480;2024;16655;Diesel;145;21200
Renault;Captur;91900;2020;109553;essence;145;52000
Renault;Arkana;27500;2021;54935;essence;145;49000
Peugeot;308;13490;2020;82911;essence;1308;26000
Renault;Arkana;28990;2024;6980;hybride;14523;33140
Renault;Arkana;26490;2024;4468;essence;14022;37600
Mercedes-Benz;Classe C;23980;2021;31535;essence;2001609;33130
Renault;Captur;27480;2021;47078;Diesel;145;93160
Renault;Captur;18590;2023;19677;essence;145;91150
Renault;Arkana;24990;2020;65870;essence;14022;76000
Peugeot;2008;16990;2022;47298;essence;1308;69400
Renault;Captur;25000;2023;21792;essence;160;49000
Peugeot;e-2008;31490;2024;2510;essence;50136;69200
Renault;Megane;26000;2023;28620;essence;115;10200
Renault;Arkana;24990;2022;59615;essence;145;44210
Renault;Megane E Tech;22990;2020;17842;essence;60220;52000
Renault;Captur;10990;2023;16075;hybride;1614521;49300
Renault;Arkana;31990;2024;12000;essence;14523;76600
Volkswagen;Tiguan;48480;2023;19985;essence;151507;93400
Volkswagen;Tiguan;24480;2024;5000;essence;151507;44700
Renault;Arkana;36490;2022;56371;essence;16022;83400
Renault;Arkana;22990;2020;132410;Diesel;14022;26200
Renault;Arkana;19990;2023;39651;essence;14022;93100
Renault;Clio;17890;2022;55760;essence;14021;22100
Renault;Arkana;17990;2024;23321;Diesel;14523;33520
Volkswagen;Tiguan;24000;2021;22926;essence;201507;06800
Renault;Captur;19990;2022;60950;essence;160;33310
Renault;Megane;19490;2020;24433;essence;115;21400
Peugeot;2008;27990;2023;24743;essence;1308;56000
Renault;Arkana;25990;2021;55898;hybride;14521;69200
Renault;Arkana;21990;2023;29796;essence;14022;33520
Renault;Clio;21990;2022;41000;essence;14021;91200
Renault;Captur;23290;2021;18100;essence;16145;49400
Renault;Arkana;19490;2018;120862;essence;14022;28630
Renault;Clio;23925;2023;12671;essence;145;64500
Volkswagen;Polo;30490;2021;70718;Diesel;101107;01170
Renault;Arkana;22990;2022;16781;essence;14022;26200
Peugeot;208;18990;2022;16489;essence;1008;74700
Renault;Captur;20490;2024;12315;Diesel;155;19200
Renault;Arkana;23700;2022;60157;Diesel;14022;35200
Renault;Captur;25990;2022;50234;essence;14521;83300
Renault;Captur;25590;2024;17043;essence;145;76600
Dacia;Duster;26980;2024;21107;essence;14042;76000
Renault;Arkana;22980;2020;23160;hybride;14523;78700
Peugeot;2008;22450;2024;4183;hybride;20081106;15000
Renault;Arkana;23990;2022;37758;essence;14521;05000
Peugeot;3008;24900;2020;31703;hybride;2258;88100
Renault;Arkana;25290;2023;31331;hybride;16022;69140
Toyota;Yaris Cross;30414;2022;43174;essence;13025;24750
Mercedes-Benz;Classe A;30888;2024;8816;essence;1801168;37170
Renault;Arkana;26000;2023;11165;essence;14522;52200
Renault;Clio;17500;2022;90076;essence;14021;05000
Renault;Clio;19990;2023;19025;essence;145;37170
Dacia;Duster;25490;2021;46920;essence;15042;10200
Peugeot;3008;28790;2023;85565;essence;300843008;71400
Volkswagen;Golf GTE;30799;2024;3130;essence;142456;34500
Renault;Arkana;21990;2020;55789;essence;14523;78190
Renault;Arkana;23990;2024;11006;hybride;14022;28630
Citroën;C3;17290;2021;41386;essence;1106;35510
Renault;Megane;19380;2022;44818;Diesel;115;78630
Renault;Arkana;21690;2017;103552;essence;145;49000
Peugeot;208;16990;2022;28093;essence;1008;72400
Peugeot;3008;14790;2024;17471;essence;121306;92000
Renault;Megane E Tech;25500;2021;71200;essence;60130;21400
Peugeot;3008;19490;2018;86790;essence;1308;71880
Peugeot;e-2008;17999;2022;27652;essence;136;Bonne affaire
Renault;Captur;14990;2021;74737;essence;160;22000
Renault;Megane;13490;2021;87186;Diesel;11520;83400
Dacia;Sandero;24900;2024;24760;hybride;9022;06800
Renault;Megane;25580;2024;19000;Diesel;115;42400
Dacia;Spring;17450;2022;45715;essence;4523;Super affaire
Renault;Clio;10980;2022;55987;essence;140;57070
Dacia;Spring;30480;2022;27164;essence;;94170
Mercedes-Benz;Classe A;25890;2020;116155;Diesel;200;57070
Renault;Captur;18490;2020;43183;Diesel;15115;49300
Renault;Arkana;19490;2023;19300;essence;16021;07200
Renault;Captur;37990;2020;46310;essence;160;83400
Renault;Captur;17490;2024;10;essence;145;83400
Audi;Q3;23990;2020;133440;Diesel;351507;33130
Dacia;Spring;10990;2023;10437;essence;;18230
Citroën;C3;21190;2024;3343;hybride;1106;33310
Dacia;Spring;24000;2021;24648;essence;2;78000
Renault;Captur;20390;2023;54444;essence;160;52200
Renault;Arkana;28350;2024;9180;hybride;14523;33520
Renault;Arkana;24190;2023;32712;essence;14022;35200
Renault;Arkana;20750;2021;45626;hybride;14022;33520
Renault;Arkana;19490;2022;52093;essence;14022;35200
Renault;Arkana;17990;2023;17431;Diesel;14022;91700
Peugeot;3008;21490;2021;79177;Diesel;1308;33700
Renault;Arkana;37550;2023;9329;essence;14525;31600
Renault;Arkana;21490;2024;10000;essence;14022;78190
Renault;Arkana;26000;2024;2163;hybride;14022;35200
Renault;Captur;15990;2021;25746;essence;145;63210
Renault;Megane E Tech;18590;2023;23557;essence;60220;21400
Renault;Captur;18500;2023;29952;essence;145;05000
Renault;Captur;47900;2023;43740;essence;160;89100
Mercedes-Benz;GLC;33700;2023;16500;essence;3004;67590
Mercedes-Benz;Classe A;22200;2022;47159;essence;20015088;43700
Renault;Arkana;20490;2023;11190;hybride;14022;52200
Renault;Megane E Tech;20980;2021;44699;hybride;60220;65000
Renault;Captur;19490;2022;54283;essence;14521;83600
Dacia;Spring;10990;2023;16940;essence;;83160
Peugeot;2008;17490;2024;21198;essence;1308;59160
Renault;Arkana;23990;2024;9348;essence;14022;50300
Renault;Megane;21990;2021;38171;hybride;115;32600
Peugeot;308;10990;2023;51282;essence;1308;89100
Renault;Arkana;25350;2023;24756;hybride;14522;33520
Peugeot;2008;19990;2022;45092;essence;1308;26000
Renault;Arkana;20990;2022;53482;hybride;1314021;44800
Audi;A3;21900;2023;16048;hybride;351507;78180
Renault;Captur;19990;2023;21455;hybride;160;02400
Renault;Clio;17980;2022;19456;essence;145;78630
Volkswagen;Tiguan;25690;2021;41042;Diesel;1515076;06800
Renault;Megane E Tech;26999;2020;52724;essence;22075;Super affaire
Dacia;Duster;25890;2022;27317;essence;15042;65300
Renault;Arkana;26960;2021;39692;hybride;14523;06150
Mercedes-Benz;Classe A;27990;2024;4832;hybride;1808;69200
Renault;Arkana;21870;2023;12249;hybride;14022;33140
Peugeot;2008;21490;2023;39332;Diesel;1308;34000
Volkswagen;Polo;20999;2022;54278;hybride;10957;34500
Peugeot;2008;19490;2024;18800;essence;20081308;78200
Renault;Arkana;16499;2022;52994;hybride;140;52200
Renault;Arkana;17390;2023;16941;hybride;14523;69200
Renault;Captur;23500;2021;74274;Diesel;14521;33140
Peugeot;308 SW;21890;2022;34030;hybride;1308;49000
Renault;Megane;22990;2023;9316;essence;160;06800
Peugeot;2008;19490;2024;18800;essence;20081308;78200
Renault;Arkana;16499;2022;52994;hybride;140;52200
Renault;Arkana;17390;2023;16941;hybride;14523;69200
Renault;Captur;23500;2021;74274;Diesel;14521;33140
Peugeot;308 SW;21890;2022;34030;hybride;1308;49000
Renault;Megane;22990;2023;9316;essence;160;06800
Peugeot;2008;17990;2021;57298;essence;121308;72230
Peugeot;2008;27900;2021;87559;Diesel;1308;49000
Renault;Arkana;17480;2021;66385;essence;14523;33140
Peugeot;308;27990;2022;43575;essence;3081808;17690
Peugeot;308;19990;2023;44922;essence;2258;92240
Renault;Megane;16990;2022;40810;essence;14020;93160
Renault;Arkana;17990;2022;67958;essence;14522;13008
Renault;Arkana;24000;2023;27323;hybride;14022;69200
Renault;Arkana;33990;2021;88761;hybride;14022;93100
Renault;Captur;18990;2024;23321;Diesel;145;78000
Peugeot;3008;29989;2023;15913;essence;2258;34000
Renault;Megane;31270;2024;17090;essence;115;10200
Renault;Arkana;26000;2021;67085;essence;14022;92100
Peugeot;2008;22880;2018;36301;essence;121106;62400
Renault;Arkana;23500;2023;16207;essence;14022;32100
Renault;Clio;27500;2025;100;hybride;145;89100
Renault;Megane E Tech;14500;2023;26430;essence;60220;89100
Renault;Arkana;27610;2023;53699;essence;1614521;49300
Peugeot;2008;21400;2020;32022;essence;1306;13008
Renault;Captur;19990;2022;42669;essence;14521;83600
Renault;Arkana;24990;2021;81524;essence;14022;83600
Renault;Megane E Tech;16298;2022;45550;essence;160;65000
Peugeot;e-208;17500;2022;68069;essence;20850136;Super affaire
Renault;Captur;15490;2024;14178;essence;160;83140
Peugeot;3008;19390;2024;14990;hybride;1308;89100
Renault;Arkana;25990;2022;20400;essence;16022;21000
Renault;Arkana;17900;2021;64544;essence;14522;33520
Renault;Clio;23900;2022;10264;hybride;1452;76360
Peugeot;3008;21490;2019;81666;essence;30081308;85300
Renault;Clio;47900;2024;21000;hybride;140;50400
Volkswagen;T-Roc;20690;2023;20032;essence;151507;59640
Renault;Arkana;27990;2021;35480;essence;14521;91300
Renault;Arkana;22390;2022;48575;essence;14022;06150
Peugeot;308;17290;2021;37329;essence;1308;69140
Dacia;Duster;10590;2021;52434;essence;15042;37170
Renault;Megane E Tech;19290;2024;6193;essence;60220;13200
Peugeot;3008;29350;2019;101150;essence;121308;67560
Renault;Arkana;10990;2018;15577;essence;145;59155
Renault;Arkana;12590;2023;25000;essence;14022;69140
Dacia;Spring;48590;2023;33436;essence;;86440
Mercedes-Benz;GLA;24200;2024;3413;hybride;2001508;18230
Renault;Clio;23790;2022;23164;essence;145;64200
Audi;Q2;28990;2023;34132;essence;351507;33370
Peugeot;2008;24990;2022;69408;Diesel;151308125;76600
