marque,modele,prix,annee,kilometrage,energie,nombre chevaux,code postal,latitude,longitude,ville,région
Mercedes-Benz,Classe C,22900,2025,500,essence,220,31200.0,43.643673,1.432927,Toulouse,Occitanie
Renault,Captur,14990,2023,43244,essence,140,64200.0,43.47144,-1.555081,Biarritz,Nouvelle-Aquitaine
Renault,Clio,16890,2023,14386,essence,90,77186.0,48.847293,2.623401,Noisiel,Île-de-France
Renault,Arkana,21990,2021,116406,Diesel,140,58200.0,47.407726,2.93582,Cosne-Cours-sur-Loire,Bourgogne-Franche-Comté
Peugeot,e-2008,16500,2023,27241,essence,136,13700.0,43.415837,5.220936,Marignane,Provence-Alpes-Côte d'Azur
Renault,Captur,18980,2021,46935,essence,160,78630.0,48.926202,1.978094,Orgeval,Hauts-de-France
Peugeot,e-2008,14490,2020,62149,essence,136,,47.505522,0.820921,Monnaie,Centre-Val de Loire
Renault,Captur,36990,2023,26508,essence,160,31400.0,43.589648,1.47056,Toulouse,Occitanie
Renault,Captur,14990,2022,31037,essence,160,52000.0,48.104307,5.129976,Chaumont,Île-de-France
Renault,Clio,13990,2020,31516,essence,140,69400.0,45.985089,4.724382,Villefranche-sur-Saône,Auvergne-Rhône-Alpes
Renault,Clio,17590,2023,19887,essence,130,78190.0,48.778249,1.993009,Trappes,Île-de-France
Renault,Captur,37990,2020,46310,essence,160,83400.0,43.116731,6.20255,Hyères,Provence-Alpes-Côte d'Azur
Dacia,Spring,19900,2023,70635,Diesel,65,52000.0,48.104307,5.129976,Chaumont,Île-de-France
Citroën,C3,28990,2021,61354,essence,113,61000.0,48.429859,0.092935,Alençon,Normandie
Renault,Captur,23995,2023,27030,essence,150,,47.505522,0.820921,Monnaie,Centre-Val de Loire
Renault,Megane,19380,2022,44818,Diesel,115,78630.0,48.926202,1.978094,Orgeval,Hauts-de-France
Citroën,C3,22980,2023,24000,essence,113,95340.0,49.151056,2.273863,Persan,Île-de-France
Peugeot,e-2008,26590,2024,4744,essence,136,14100.0,49.145761,0.242246,Lisieux,Normandie
Renault,Captur,19900,2021,45429,essence,160,91310.0,48.639557,2.265535,Montlhéry,Île-de-France
Dacia,Sandero,47990,2020,57030,essence,90,69200.0,45.707095,4.881379,Vénissieux,Auvergne-Rhône-Alpes
Peugeot,e-2008,14990,2021,47710,essence,136,22000.0,48.508238,-2.766074,Saint-Brieuc,Bretagne
Nissan,Qashqai,35990,2020,39827,essence,190,89100.0,48.191828,3.292827,Sens,Bourgogne-Franche-Comté
Renault,Captur,37475,2024,8804,essence,160,22000.0,48.508238,-2.766074,Saint-Brieuc,Bretagne
Peugeot,e-2008,19990,2021,57870,essence,136,,47.505522,0.820921,Monnaie,Centre-Val de Loire
Renault,Megane,23990,2024,16875,Diesel,115,83600.0,43.539399,6.690304,Bagnols-en-Forêt,Provence-Alpes-Côte d'Azur
Dacia,Sandero,11750,2021,17146,Diesel,90,56850.0,47.812869,-3.342841,Caudan,Bretagne
Renault,Clio,18990,2021,57402,essence,140,31400.0,43.589648,1.47056,Toulouse,Occitanie
Renault,Captur,42490,2024,20020,essence,160,93160.0,48.840106,2.551491,Noisy-le-Grand,Île-de-France
Renault,Megane,16990,2017,58872,essence,165,91300.0,48.728133,2.269556,Massy,Normandie
Mercedes-Benz,Classe A,30400,2020,71188,essence,180,67590.0,48.823958,7.732588,Schweighouse-sur-Moder,Grand Est
Renault,Clio,18700,2023,27174,essence,145,5000.0,,,,
Renault,Megane E Tech,23490,2023,6289,essence,160,28630.0,48.424752,1.499279,Le Coudray,Centre-Val de Loire
Renault,Arkana,26990,2023,21885,essence,145,13008.0,43.247182,5.374045,Marseille 8e Arrondissement,
Renault,Captur,23990,2024,28450,hybride,145,13011.0,43.296535,5.475446,Marseille 11e Arrondissement,
Renault,Captur,22990,2024,10000,essence,145,89000.0,47.791247,3.579905,Auxerre,Bourgogne-Franche-Comté
Renault,Megane,37990,2023,25893,essence,115,89100.0,48.191828,3.292827,Sens,Bourgogne-Franche-Comté
Peugeot,e-2008,12490,2020,41606,essence,136,,47.505522,0.820921,Monnaie,Centre-Val de Loire
Renault,Clio,34989,2021,20447,essence,140,64200.0,43.47144,-1.555081,Biarritz,Nouvelle-Aquitaine
Nissan,Qashqai,41267,2024,9000,essence,190,91100.0,48.598229,2.465045,Corbeil-Essonnes,Île-de-France
Nissan,Qashqai,33990,2024,10,essence,190,49000.0,47.467471,-0.561615,Angers,Pays de la Loire
Renault,Captur,19990,2022,60950,essence,160,33310.0,44.87595,-0.516136,Lormont,Nouvelle-Aquitaine
Renault,Megane,16890,2024,1651,hybride,115,86440.0,46.623612,0.309819,Migné-Auxances,Nouvelle-Aquitaine
Nissan,Qashqai,42890,2025,9900,essence,190,49000.0,47.467471,-0.561615,Angers,Pays de la Loire
Renault,Captur,21490,2021,41069,hybride,160,4100.0,,,,
Renault,Captur,54990,2021,61789,Diesel,160,77170.0,48.689182,2.616408,Brie-Comte-Robert,Île-de-France
Renault,Captur,17980,2021,66885,essence,150,64000.0,43.313159,-0.343106,Pau,Nouvelle-Aquitaine
Renault,Captur,25990,2024,7310,essence,145,37170.0,47.332303,0.717976,Chambray-lès-Tours,Centre-Val de Loire
Renault,Arkana,20590,2021,81503,essence,145,83500.0,43.093147,5.879651,La Seyne-sur-Mer,Provence-Alpes-Côte d'Azur
Renault,Captur,17390,2021,59366,essence,160,22100.0,48.446574,-2.053922,Dinan,Bretagne
Renault,Captur,13490,2021,73740,essence,145,49000.0,47.467471,-0.561615,Angers,Pays de la Loire
Renault,Megane,19490,2020,24433,essence,115,21400.0,47.863953,4.584361,Châtillon-sur-Seine,Bourgogne-Franche-Comté
Renault,Arkana,49350,2021,108069,essence,140,21400.0,47.863953,4.584361,Châtillon-sur-Seine,Bourgogne-Franche-Comté
Renault,Megane,25580,2024,19000,Diesel,115,42400.0,45.470463,4.505748,Saint-Chamond,Auvergne-Rhône-Alpes
Renault,Megane,24490,2024,11899,Diesel,115,31620.0,43.792414,1.354234,Castelnau-d'Estrétefonds,Occitanie
Peugeot,e-2008,16490,2021,34846,essence,136,76600.0,49.507345,0.129995,Le Havre,Normandie
Renault,Megane,59900,2021,37802,essence,140,41100.0,47.795339,1.064216,Vendôme,Centre-Val de Loire
Dacia,Sandero,21900,2023,46589,essence,90,69400.0,45.985089,4.724382,Villefranche-sur-Saône,Auvergne-Rhône-Alpes
Renault,Clio,23890,2022,90076,essence,90,77186.0,48.847293,2.623401,Noisiel,Île-de-France
Renault,Arkana,20590,2022,23327,essence,140,69200.0,45.707095,4.881379,Vénissieux,Auvergne-Rhône-Alpes
Renault,Arkana,22900,2020,59515,essence,145,91300.0,48.728133,2.269556,Massy,Normandie
Renault,Captur,15490,2024,14178,essence,160,83140.0,43.091706,5.8176,Six-Fours-les-Plages,Provence-Alpes-Côte d'Azur
Renault,Clio,23390,2022,146781,Diesel,140,31100.0,43.564743,1.409182,Toulouse,Occitanie
Renault,Megane,21480,2022,45501,essence,115,21000.0,47.331848,5.033601,Dijon,Bourgogne-Franche-Comté
Renault,Captur,23000,2024,14900,essence,145,,47.505522,0.820921,Monnaie,Centre-Val de Loire
Renault,Megane E Tech,22490,2022,37980,essence,160,4100.0,,,,
Renault,Clio,14990,2021,39194,essence,140,40100.0,43.700723,-1.06016,Dax,Nouvelle-Aquitaine
Renault,Arkana,18490,2022,28393,essence,140,47400.0,44.38244,0.324108,Tonneins,Nouvelle-Aquitaine
Renault,Captur,24890,2020,49080,essence,160,83160.0,43.143841,5.990889,La Valette-du-Var,Provence-Alpes-Côte d'Azur
Renault,Captur,35990,2025,3000,essence,160,40100.0,43.700723,-1.06016,Dax,Nouvelle-Aquitaine
Peugeot,e-2008,27890,2021,19908,essence,136,,47.505522,0.820921,Monnaie,Centre-Val de Loire
Renault,Captur,44400,2020,64427,essence,145,94260.0,48.757544,2.324537,Fresnes,Bourgogne-Franche-Comté
Peugeot,e-2008,27990,2022,47868,essence,136,33310.0,44.87595,-0.516136,Lormont,Nouvelle-Aquitaine
Renault,Megane E Tech,19990,2023,54624,Diesel,160,42000.0,45.430195,4.370045,Saint-Étienne,Auvergne-Rhône-Alpes
Mercedes-Benz,GLA,43900,2024,21819,essence,250,67590.0,48.823958,7.732588,Schweighouse-sur-Moder,Grand Est
Mercedes-Benz,GLA,31990,2020,22626,essence,200,68390.0,47.783364,7.378135,Sausheim,Grand Est
Peugeot,e-2008,26900,2021,61274,essence,136,50110.0,49.632965,-1.529136,Digosville,Normandie
Renault,Arkana,21690,2017,103552,essence,145,49000.0,47.467471,-0.561615,Angers,Pays de la Loire
Renault,Captur,17490,2024,8854,essence,160,52200.0,47.860319,5.337775,Langres,Grand Est
Renault,Captur,16990,2024,4318,essence,90,34970.0,43.570523,3.900373,Lattes,Occitanie
Mercedes-Benz,GLA,47980,2020,50014,hybride,250,67590.0,48.823958,7.732588,Schweighouse-sur-Moder,Grand Est
Renault,Captur,15290,2021,42332,essence,160,35500.0,48.111352,-1.192619,Vitré,Bourgogne-Franche-Comté
Renault,Arkana,24490,2024,19550,essence,140,49000.0,47.467471,-0.561615,Angers,Pays de la Loire
Renault,Captur,18500,2023,29952,essence,145,5000.0,,,,
Renault,Captur,38300,2022,42046,essence,160,13200.0,43.64874,4.704904,Arles,Provence-Alpes-Côte d'Azur
Renault,Captur,37890,2023,55153,essence,145,77186.0,48.847293,2.623401,Noisiel,Île-de-France
Renault,Captur,26990,2022,30115,essence,145,69200.0,45.707095,4.881379,Vénissieux,Auvergne-Rhône-Alpes
Renault,Arkana,18790,2021,23850,essence,140,49000.0,47.467471,-0.561615,Angers,Pays de la Loire
Renault,Captur,23890,2019,84018,Diesel,90,6150.0,,,,
Renault,Clio,19990,2023,19025,essence,145,37170.0,47.332303,0.717976,Chambray-lès-Tours,Centre-Val de Loire
Renault,Clio,31490,2024,5060,essence,145,78190.0,48.778249,1.993009,Trappes,Île-de-France
Renault,Clio,18399,2024,17798,Diesel,145,91200.0,48.70896,2.384591,Athis-Mons,Île-de-France
Renault,Captur,22490,2025,4000,essence,160,33600.0,44.787468,-0.675933,Pessac,Nouvelle-Aquitaine
Renault,Captur,18990,2024,14000,essence,145,78700.0,49.000025,2.099679,Conflans-Sainte-Honorine,Île-de-France
Renault,Clio,24599,2024,7775,hybride,145,91300.0,48.728133,2.269556,Massy,Normandie
Renault,Captur,21990,2022,49250,essence,145,84300.0,43.849364,5.032096,Cavaillon,Provence-Alpes-Côte d'Azur
Renault,Captur,34990,2024,5166,essence,160,7200.0,,,,
Renault,Captur,19690,2025,10,essence,160,31620.0,43.792414,1.354234,Castelnau-d'Estrétefonds,Occitanie
Renault,Captur,15490,2024,28081,Diesel,145,59650.0,50.638933,3.129316,Villeneuve-d'Ascq,Hauts-de-France
Renault,Captur,27600,2021,123519,Diesel,145,77240.0,48.562965,2.597355,Cesson,Île-de-France
Renault,Captur,17390,2024,4385,essence,145,77186.0,48.847293,2.623401,Noisiel,Île-de-France
Volkswagen,Golf,28590,2021,55000,essence,136,13008.0,43.247182,5.374045,Marseille 8e Arrondissement,
Renault,Captur,20490,2021,39140,essence,115,58640.0,47.032848,3.142538,Varennes-Vauzelles,Bourgogne-Franche-Comté
Peugeot,e-2008,17490,2021,34997,essence,136,13008.0,43.247182,5.374045,Marseille 8e Arrondissement,
Renault,Captur,23490,2024,15017,essence,160,78630.0,48.926202,1.978094,Orgeval,Hauts-de-France
Renault,Captur,25990,2021,59913,essence,145,83170.0,43.396543,6.070997,Brignoles,Provence-Alpes-Côte d'Azur
Renault,Captur,40990,2023,29980,essence,90,34170.0,43.637422,3.910191,Castelnau-le-Lez,Occitanie
Renault,Captur,16495,2021,52284,essence,145,47000.0,44.202304,0.631041,Agen,Nouvelle-Aquitaine
Renault,Captur,16290,2020,115641,Diesel,160,64230.0,43.33303,-0.432535,Lescar,Nouvelle-Aquitaine
Renault,Captur,26890,2025,100,hybride,145,21200.0,47.025352,4.84139,Beaune,Bourgogne-Franche-Comté
Renault,Clio,15990,2020,71831,hybride,140,13400.0,43.301892,5.563888,Aubagne,Provence-Alpes-Côte d'Azur
Renault,Captur,15990,2023,9848,essence,150,83160.0,43.143841,5.990889,La Valette-du-Var,Provence-Alpes-Côte d'Azur
Mercedes-Benz,Classe A,25890,2020,116155,Diesel,200,57070.0,49.136824,6.204782,Saint-Julien-lès-Metz,Grand Est
Renault,Clio,16990,2024,20954,essence,145,67500.0,48.814549,7.772611,Haguenau,Grand Est
Renault,Clio,22990,2019,53123,essence,145,69200.0,45.707095,4.881379,Vénissieux,Auvergne-Rhône-Alpes
Renault,Captur,19990,2022,10875,essence,145,37170.0,47.332303,0.717976,Chambray-lès-Tours,Centre-Val de Loire
Renault,Captur,24990,2024,30469,essence,145,76600.0,49.507345,0.129995,Le Havre,Normandie
Peugeot,e-2008,15690,2021,81090,essence,136,,47.505522,0.820921,Monnaie,Centre-Val de Loire
Renault,Clio,27990,2024,6626,Diesel,145,89000.0,47.791247,3.579905,Auxerre,Bourgogne-Franche-Comté
Mercedes-Benz,Classe C,27790,2021,31323,hybride,300,68390.0,47.783364,7.378135,Sausheim,Grand Est
Renault,Captur,20490,2024,12315,Diesel,155,19200.0,45.553678,2.302814,Ussel,Auvergne-Rhône-Alpes
Peugeot,e-2008,31490,2023,30736,essence,136,22000.0,48.508238,-2.766074,Saint-Brieuc,Bretagne
Renault,Captur,23900,2025,8000,essence,160,69009.0,45.783352,4.811355,Lyon 9e Arrondissement,
Renault,Clio,24000,2024,31386,Diesel,140,78190.0,48.778249,1.993009,Trappes,Île-de-France
Renault,Megane,21990,2021,38171,hybride,115,32600.0,43.613719,1.083301,L'Isle-Jourdain,Occitanie
Renault,Captur,23990,2020,46352,essence,145,86100.0,46.8162,0.551,Châtellerault,Nouvelle-Aquitaine
Renault,Captur,25990,2023,41999,essence,145,63210.0,45.717155,2.902465,Nébouzat,Auvergne-Rhône-Alpes
Renault,Captur,22990,2023,39129,essence,160,77600.0,48.839173,2.715779,Bussy-Saint-Georges,Île-de-France
Renault,Clio,16890,2021,37000,essence,90,77186.0,48.847293,2.623401,Noisiel,Île-de-France
Renault,Captur,19500,2024,5369,hybride,160,89000.0,47.791247,3.579905,Auxerre,Bourgogne-Franche-Comté
Renault,Captur,18990,2024,16264,essence,160,86440.0,46.623612,0.309819,Migné-Auxances,Nouvelle-Aquitaine
Renault,Megane,25990,2024,5992,Diesel,115,69009.0,45.783352,4.811355,Lyon 9e Arrondissement,
Citroën,C3,19490,2025,7000,essence,113,44600.0,47.275247,-2.242494,Saint-Nazaire,Occitanie
Renault,Arkana,10990,2022,39948,essence,140,49000.0,47.467471,-0.561615,Angers,Pays de la Loire
Toyota,Yaris,31990,2021,36240,essence,130,38920.0,45.283529,5.883069,Crolles,Auvergne-Rhône-Alpes
Renault,Megane,21500,2019,92689,essence,140,69200.0,45.707095,4.881379,Vénissieux,Auvergne-Rhône-Alpes
Peugeot,e-2008,17690,2024,4000,essence,136,,47.505522,0.820921,Monnaie,Centre-Val de Loire
Peugeot,e-2008,20500,2021,67597,hybride,136,59650.0,50.638933,3.129316,Villeneuve-d'Ascq,Hauts-de-France
Renault,Clio,23500,2021,81131,essence,145,69200.0,45.707095,4.881379,Vénissieux,Auvergne-Rhône-Alpes
Mercedes-Benz,Classe A,19690,2022,31792,essence,200,54520.0,48.688106,6.141298,Laxou,Grand Est
Renault,Captur,24900,2023,8266,essence,145,83170.0,43.396543,6.070997,Brignoles,Provence-Alpes-Côte d'Azur
Renault,Megane,25990,2021,78875,hybride,140,69200.0,45.707095,4.881379,Vénissieux,Auvergne-Rhône-Alpes
Renault,Captur,22499,2023,19003,essence,145,33520.0,44.881405,-0.60324,Bruges,Nouvelle-Aquitaine
Renault,Arkana,16499,2022,52994,hybride,140,52200.0,47.860319,5.337775,Langres,Grand Est
Renault,Megane,23590,2024,22000,Diesel,115,40100.0,43.700723,-1.06016,Dax,Nouvelle-Aquitaine
Renault,Captur,16790,2024,19125,essence,140,37170.0,47.332303,0.717976,Chambray-lès-Tours,Centre-Val de Loire
Renault,Arkana,20590,2022,44704,essence,140,73460.0,45.633414,6.311948,Frontenex,Auvergne-Rhône-Alpes
Renault,Megane E Tech,29600,2021,85532,essence,160,69700.0,45.582983,4.755839,Givors,Auvergne-Rhône-Alpes
Renault,Captur,16290,2020,61819,essence,160,64100.0,43.488544,-1.466564,Bayonne,Nouvelle-Aquitaine
Renault,Clio,26500,2023,3119,essence,145,89100.0,48.191828,3.292827,Sens,Bourgogne-Franche-Comté
Renault,Captur,28489,2023,5668,essence,160,57100.0,49.370617,6.150548,Thionville,Grand Est
Renault,Clio,28490,2023,18413,essence,145,5000.0,,,,
Renault,Captur,19990,2023,41293,essence,160,83400.0,43.116731,6.20255,Hyères,Provence-Alpes-Côte d'Azur
Renault,Captur,25990,2024,7000,essence,155,5000.0,,,,
Dacia,Sandero,15990,2023,20847,essence,90,41000.0,47.581246,1.316402,Blois,Centre-Val de Loire
Renault,Captur,15490,2022,100,essence,145,64200.0,43.47144,-1.555081,Biarritz,Nouvelle-Aquitaine
Renault,Captur,15890,2022,10422,essence,145,78700.0,49.000025,2.099679,Conflans-Sainte-Honorine,Île-de-France
Renault,Arkana,27500,2021,54935,essence,145,49000.0,47.467471,-0.561615,Angers,Pays de la Loire
Renault,Clio,34190,2023,21000,Diesel,145,64100.0,43.488544,-1.466564,Bayonne,Nouvelle-Aquitaine
Peugeot,e-2008,18500,2023,18668,hybride,136,,47.505522,0.820921,Monnaie,Centre-Val de Loire
Renault,Captur,19790,2023,22703,essence,160,91170.0,48.666246,2.374662,Viry-Châtillon,Île-de-France
Renault,Captur,21990,2024,2734,essence,160,31400.0,43.589648,1.47056,Toulouse,Occitanie
Renault,Clio,21990,2020,59374,essence,145,31400.0,43.589648,1.47056,Toulouse,Occitanie
Peugeot,e-2008,17500,2021,45435,essence,136,,47.505522,0.820921,Monnaie,Centre-Val de Loire
Renault,Arkana,29480,2024,16655,Diesel,145,21200.0,47.025352,4.84139,Beaune,Bourgogne-Franche-Comté
Renault,Clio,19290,2022,69500,Diesel,140,82000.0,44.01984,1.363799,Montauban,Occitanie
Renault,Megane,16290,2024,14800,Diesel,115,78190.0,48.778249,1.993009,Trappes,Île-de-France
Renault,Clio,26990,2024,2819,hybride,145,4100.0,,,,
Dacia,Spring,13990,2024,17002,Diesel,265,47200.0,44.50184,0.170988,Marmande,Nouvelle-Aquitaine
Toyota,Yaris,22490,2021,44260,essence,116,31100.0,43.564743,1.409182,Toulouse,Occitanie
Renault,Captur,25990,2020,10134,hybride,145,76000.0,49.440044,1.093912,Rouen,Normandie
Mercedes-Benz,Classe A,20990,2022,44052,essence,200,33700.0,44.83337,-0.674682,Mérignac,Nouvelle-Aquitaine
Renault,Captur,19990,2022,61755,essence,160,83400.0,43.116731,6.20255,Hyères,Provence-Alpes-Côte d'Azur
Renault,Megane,33190,2025,9900,Diesel,115,69140.0,45.818387,4.892817,Rillieux-la-Pape,Auvergne-Rhône-Alpes
Peugeot,e-2008,17290,2022,38752,essence,136,69400.0,45.985089,4.724382,Villefranche-sur-Saône,Auvergne-Rhône-Alpes
Nissan,Qashqai,39920,2023,29544,essence,190,77240.0,48.562965,2.597355,Cesson,Île-de-France
Nissan,Qashqai,28900,2022,36000,essence,190,77240.0,48.562965,2.597355,Cesson,Île-de-France
Renault,Captur,23593,2018,93871,essence,160,43100.0,45.297811,3.381042,Brioude,Auvergne-Rhône-Alpes
Renault,Captur,34480,2021,42154,Diesel,130,33600.0,44.787468,-0.675933,Pessac,Nouvelle-Aquitaine
Renault,Captur,18990,2024,23321,Diesel,145,78000.0,48.803019,2.131319,Versailles,Île-de-France
Nissan,Qashqai,27990,2022,33407,essence,158,91700.0,48.639041,2.327655,Sainte-Geneviève-des-Bois,Centre-Val de Loire
Renault,Megane,22990,2023,21507,essence,115,33520.0,44.881405,-0.60324,Bruges,Nouvelle-Aquitaine
Renault,Captur,15980,2022,644,essence,120,78700.0,49.000025,2.099679,Conflans-Sainte-Honorine,Île-de-France
Renault,Megane,16790,2020,36096,essence,115,33140.0,44.77508,-0.55453,Villenave-d'Ornon,Nouvelle-Aquitaine
Peugeot,e-2008,38490,2021,74533,Diesel,156,58000.0,46.988535,3.160778,Nevers,Bourgogne-Franche-Comté
Renault,Captur,25590,2024,17043,essence,145,76600.0,49.507345,0.129995,Le Havre,Normandie
Renault,Arkana,18480,2021,68206,hybride,140,21200.0,47.025352,4.84139,Beaune,Bourgogne-Franche-Comté
Renault,Arkana,18980,2018,61814,essence,140,21000.0,47.331848,5.033601,Dijon,Bourgogne-Franche-Comté
Renault,Clio,14590,2020,25000,essence,140,91940.0,48.681532,2.185946,Les Ulis,Île-de-France
Mercedes-Benz,GLA,40990,2024,14459,essence,200,57070.0,49.136824,6.204782,Saint-Julien-lès-Metz,Grand Est
Renault,Megane E Tech,28400,2023,9650,essence,160,4100.0,,,,
Renault,Captur,14990,2021,74737,essence,160,22000.0,48.508238,-2.766074,Saint-Brieuc,Bretagne
Peugeot,e-2008,17990,2022,129036,Diesel,136,17810.0,45.775564,-0.703298,Saint-Georges-des-Coteaux,Nouvelle-Aquitaine
Renault,Arkana,20999,2022,50405,essence,140,13400.0,43.301892,5.563888,Aubagne,Provence-Alpes-Côte d'Azur
Renault,Captur,24690,2022,48980,essence,150,78190.0,48.778249,1.993009,Trappes,Île-de-France
Renault,Captur,23990,2023,14347,essence,145,,47.505522,0.820921,Monnaie,Centre-Val de Loire
Renault,Megane,17990,2024,26902,essence,115,35200.0,48.097194,-1.653987,Rennes,Bretagne
Renault,Captur,24990,2022,38000,essence,145,41250.0,47.553345,1.449717,Mont-près-Chambord,Centre-Val de Loire
Mercedes-Benz,GLA,23500,2024,19150,essence,250,67800.0,48.617985,7.751748,Bischheim,Grand Est
Renault,Captur,23990,2023,10437,essence,160,86440.0,46.623612,0.309819,Migné-Auxances,Nouvelle-Aquitaine
Renault,Arkana,18990,2024,5853,essence,140,69130.0,45.782507,4.776493,Écully,Auvergne-Rhône-Alpes
Renault,Captur,31480,2024,19147,essence,145,47300.0,44.416152,0.747052,Villeneuve-sur-Lot,Nouvelle-Aquitaine
Renault,Megane,24990,2024,18098,Diesel,115,28630.0,48.424752,1.499279,Le Coudray,Centre-Val de Loire
Renault,Captur,24390,2020,149764,essence,160,75014.0,48.830108,2.323026,Paris 14e Arrondissement,
Peugeot,e-2008,38540,2019,104000,Diesel,136,,47.505522,0.820921,Monnaie,Centre-Val de Loire
Renault,Clio,16490,2023,4500,Diesel,140,64100.0,43.488544,-1.466564,Bayonne,Nouvelle-Aquitaine
Renault,Arkana,19990,2021,40810,essence,145,77600.0,48.839173,2.715779,Bussy-Saint-Georges,Île-de-France
Peugeot,e-2008,17000,2022,92054,essence,136,,47.505522,0.820921,Monnaie,Centre-Val de Loire
Renault,Clio,22990,2023,27510,essence,145,69140.0,45.818387,4.892817,Rillieux-la-Pape,Auvergne-Rhône-Alpes
Renault,Clio,16790,2023,51597,essence,140,5000.0,,,,
Renault,Captur,21990,2022,50239,essence,155,84300.0,43.849364,5.032096,Cavaillon,Provence-Alpes-Côte d'Azur
Renault,Clio,23990,2021,35590,essence,145,76600.0,49.507345,0.129995,Le Havre,Normandie
Peugeot,e-2008,18990,2024,8411,essence,136,,47.505522,0.820921,Monnaie,Centre-Val de Loire
Renault,Clio,21490,2024,31837,hybride,145,13400.0,43.301892,5.563888,Aubagne,Provence-Alpes-Côte d'Azur
Renault,Clio,24990,2024,5000,Diesel,145,31400.0,43.589648,1.47056,Toulouse,Occitanie
Renault,Captur,26990,2023,36725,essence,145,37600.0,47.122156,0.981834,Loches,Centre-Val de Loire
Renault,Captur,15490,2020,94367,essence,160,31400.0,43.589648,1.47056,Toulouse,Occitanie
Mercedes-Benz,Classe A,19990,2022,16266,Diesel,200,54520.0,48.688106,6.141298,Laxou,Grand Est
Renault,Clio,23390,2022,42632,essence,145,37600.0,47.122156,0.981834,Loches,Centre-Val de Loire
Renault,Megane,32890,2025,8000,essence,115,64100.0,43.488544,-1.466564,Bayonne,Nouvelle-Aquitaine
Renault,Captur,24400,2024,6311,essence,160,31100.0,43.564743,1.409182,Toulouse,Occitanie
Renault,Captur,23590,2022,27782,essence,145,76600.0,49.507345,0.129995,Le Havre,Normandie
Renault,Megane,24990,2021,61600,essence,115,26200.0,44.553424,4.745639,Montélimar,Auvergne-Rhône-Alpes
Mercedes-Benz,GLA,12390,2024,9000,Diesel,200,57180.0,49.347648,6.13459,Terville,Grand Est
Renault,Clio,20990,2024,19605,hybride,90,76000.0,49.440044,1.093912,Rouen,Normandie
Toyota,Yaris,26000,2024,3937,essence,116,31100.0,43.564743,1.409182,Toulouse,Occitanie
Renault,Captur,24780,2024,15897,essence,145,91940.0,48.681532,2.185946,Les Ulis,Île-de-France
Renault,Captur,16690,2021,75451,Diesel,115,94260.0,48.757544,2.324537,Fresnes,Bourgogne-Franche-Comté
Renault,Captur,20490,2024,17691,essence,140,37170.0,47.332303,0.717976,Chambray-lès-Tours,Centre-Val de Loire
Peugeot,e-2008,29490,2020,30464,essence,136,40100.0,43.700723,-1.06016,Dax,Nouvelle-Aquitaine
Renault,Captur,23990,2023,32418,essence,145,78190.0,48.778249,1.993009,Trappes,Île-de-France
Renault,Clio,31242,2020,72907,Diesel,140,69140.0,45.818387,4.892817,Rillieux-la-Pape,Auvergne-Rhône-Alpes
Mercedes-Benz,Classe A,24490,2020,57707,essence,180,54520.0,48.688106,6.141298,Laxou,Grand Est
Renault,Megane,24500,2024,10418,Diesel,115,31100.0,43.564743,1.409182,Toulouse,Occitanie
Renault,Captur,27990,2023,8123,hybride,145,83300.0,43.531436,6.460296,Draguignan,Provence-Alpes-Côte d'Azur
Renault,Clio,26490,2022,129575,Diesel,145,33110.0,44.864761,-0.599933,Le Bouscat,Nouvelle-Aquitaine
Peugeot,e-2008,35990,2022,68125,essence,136,,47.505522,0.820921,Monnaie,Centre-Val de Loire
Renault,Captur,22990,2018,106213,Diesel,145,88800.0,48.201318,5.949091,Vittel,Grand Est
Peugeot,e-2008,19999,2024,5776,hybride,136,,47.505522,0.820921,Monnaie,Centre-Val de Loire
Renault,Megane,25990,2024,18799,Diesel,115,18230.0,47.108769,2.363377,Saint-Doulchard,Centre-Val de Loire
Renault,Captur,25000,2023,27197,Diesel,115,64500.0,43.391942,-1.633128,Saint-Jean-de-Luz,Nouvelle-Aquitaine
Peugeot,e-2008,21990,2022,74386,essence,136,,47.505522,0.820921,Monnaie,Centre-Val de Loire
Renault,Clio,24590,2022,16612,essence,145,41250.0,47.553345,1.449717,Mont-près-Chambord,Centre-Val de Loire
Renault,Captur,20990,2023,12687,essence,145,37170.0,47.332303,0.717976,Chambray-lès-Tours,Centre-Val de Loire
Peugeot,e-2008,26590,2018,57354,essence,136,,47.505522,0.820921,Monnaie,Centre-Val de Loire
Mercedes-Benz,Classe A,36900,2024,1475,essence,250,68390.0,47.783364,7.378135,Sausheim,Grand Est
Renault,Arkana,10990,2018,15577,essence,145,59155.0,50.597964,3.070966,Faches-Thumesnil,Hauts-de-France
Renault,Captur,16990,2021,66478,essence,140,31100.0,43.564743,1.409182,Toulouse,Occitanie
Renault,Clio,26000,2020,68593,essence,145,32600.0,43.613719,1.083301,L'Isle-Jourdain,Occitanie
Renault,Captur,21480,2024,8056,essence,160,69009.0,45.783352,4.811355,Lyon 9e Arrondissement,
Renault,Clio,22890,2023,10465,essence,145,77186.0,48.847293,2.623401,Noisiel,Île-de-France
Mercedes-Benz,GLA,21990,2021,81351,essence,200,57070.0,49.136824,6.204782,Saint-Julien-lès-Metz,Grand Est
Renault,Captur,39514,2021,22617,essence,140,69140.0,45.818387,4.892817,Rillieux-la-Pape,Auvergne-Rhône-Alpes
